transect_id,group_id,TransOrder,azimuth_deg,shoreline_count,shoreline_change_envelope_m,net_shoreline_movement_m,endpoint_rate_myr,endpoint_rate_unc_myr,linear_regression_rate_myr,linear_regression_r2,linear_regression_ci95_myr,weighted_linear_regression_rate_myr,weighted_regression_r2,weighted_regression_ci95_myr
279,0,279,92.8,18,62.97,-11.77,-0.29,0.03,-0.56,0.14,0.73,-0.56,0.14,0.73
280,0,280,93.51,18,64.2,-12.04,-0.29,0.03,-0.69,0.2,0.73,-0.69,0.2,0.73
281,0,281,96.03,18,62.67,-14.41,-0.35,0.03,-0.68,0.22,0.68,-0.68,0.22,0.68
282,0,282,98.84,18,63.8,-18.88,-0.46,0.03,-0.72,0.21,0.73,-0.72,0.21,0.73
283,0,283,100.71,18,61.46,-31.91,-0.78,0.03,-0.81,0.24,0.76,-0.81,0.24,0.76
284,0,284,102.35,18,57.51,-38.67,-0.94,0.03,-0.76,0.22,0.75,-0.76,0.22,0.75
285,0,285,103.39,18,56.05,-21.2,-0.52,0.03,-0.63,0.17,0.75,-0.63,0.17,0.75
286,0,286,104.31,18,69.65,-26.72,-0.65,0.03,-0.87,0.3,0.71,-0.87,0.3,0.71
287,0,287,106.11,18,64.3,-27.61,-0.67,0.03,-0.87,0.35,0.63,-0.87,0.35,0.63
288,0,288,108.14,18,74.96,-25.35,-0.62,0.03,-1.07,0.33,0.81,-1.07,0.33,0.81
289,0,289,109.72,18,63.52,-34.07,-0.83,0.03,-1.01,0.29,0.85,-1.01,0.29,0.85
290,0,290,110.73,18,57.13,-30.54,-0.74,0.03,-0.73,0.26,0.66,-0.73,0.26,0.66
291,0,291,111.74,18,56.2,-14.3,-0.35,0.03,-0.56,0.18,0.64,-0.56,0.18,0.64
292,0,292,112.3,18,54.37,-9.77,-0.24,0.03,-0.53,0.17,0.62,-0.53,0.17,0.62
293,0,293,112.62,18,58.82,-17.13,-0.42,0.03,-0.54,0.14,0.72,-0.54,0.14,0.72
294,0,294,112.97,18,71.63,-32.68,-0.8,0.03,-0.82,0.21,0.83,-0.82,0.21,0.83
295,0,295,113.29,18,105.45,-0.4,-0.01,0.03,-0.22,0.01,1.21,-0.22,0.01,1.21
296,0,296,113.41,18,71.63,-26.96,-0.66,0.03,-0.4,0.09,0.68,-0.4,0.09,0.68
297,0,297,113.43,18,52.22,-39.58,-0.97,0.03,-0.78,0.4,0.51,-0.78,0.4,0.51
298,0,298,113.48,18,47.37,-34.36,-0.84,0.03,-0.69,0.47,0.38,-0.69,0.47,0.38
299,0,299,113.49,18,50.0,-34.8,-0.85,0.03,-0.79,0.42,0.49,-0.79,0.42,0.49
300,0,300,113.59,18,65.54,-49.12,-1.2,0.03,-1.21,0.64,0.47,-1.21,0.64,0.47
301,0,301,113.12,18,51.68,-31.58,-0.77,0.03,-0.83,0.43,0.51,-0.83,0.43,0.51
302,0,302,112.49,18,60.1,-44.11,-1.08,0.03,-0.98,0.56,0.46,-0.98,0.56,0.46
303,0,303,111.75,18,68.2,-52.74,-1.29,0.03,-1.3,0.69,0.46,-1.3,0.69,0.46
304,0,304,111.57,18,72.25,-54.21,-1.32,0.03,-1.48,0.77,0.43,-1.48,0.77,0.43
305,0,305,111.14,18,84.82,-68.64,-1.67,0.03,-1.71,0.72,0.56,-1.71,0.72,0.56
306,0,306,108.81,18,63.0,-50.59,-1.23,0.03,-1.25,0.52,0.63,-1.25,0.52,0.63
307,0,307,106.39,18,53.44,-28.36,-0.69,0.03,-0.79,0.38,0.54,-0.79,0.38,0.54
308,0,308,105.19,18,64.44,-45.34,-1.11,0.03,-0.95,0.42,0.59,-0.95,0.42,0.59
309,0,309,104.18,18,35.2,-16.94,-0.41,0.03,-0.52,0.27,0.45,-0.52,0.27,0.45
310,0,310,104.47,18,58.12,-29.84,-0.73,0.03,-0.52,0.2,0.55,-0.52,0.2,0.55
311,0,311,105.09,18,71.09,-33.71,-0.82,0.03,-0.56,0.17,0.66,-0.56,0.17,0.66
312,0,312,104.8,18,64.87,-32.28,-0.79,0.03,-0.53,0.17,0.62,-0.53,0.17,0.62
337,0,337,107.68,18,49.77,-28.44,-0.69,0.03,-0.64,0.38,0.43,-0.64,0.38,0.43
338,0,338,106.67,18,50.52,-33.69,-0.82,0.03,-0.75,0.49,0.41,-0.75,0.49,0.41
339,0,339,105.66,18,44.69,-29.17,-0.71,0.03,-0.56,0.28,0.48,-0.56,0.28,0.48
340,0,340,105.25,18,43.91,-23.58,-0.57,0.03,-0.3,0.08,0.54,-0.3,0.08,0.54
341,0,341,104.85,18,49.34,-18.58,-0.45,0.03,-0.17,0.03,0.56,-0.17,0.03,0.56
342,0,342,104.12,18,55.75,-22.58,-0.55,0.03,-0.14,0.01,0.64,-0.14,0.01,0.64
343,0,343,103.48,18,51.97,-36.77,-0.9,0.03,-0.55,0.25,0.5,-0.55,0.25,0.5
344,0,344,102.48,18,55.09,-19.18,-0.47,0.03,-0.32,0.08,0.58,-0.32,0.08,0.58
345,0,345,101.4,18,48.58,-20.08,-0.49,0.03,-0.13,0.02,0.55,-0.13,0.02,0.55
346,0,346,99.29,18,54.62,-25.98,-0.63,0.03,-0.26,0.06,0.52,-0.26,0.06,0.52
347,0,347,97.71,18,59.6,-28.96,-0.71,0.03,-0.37,0.08,0.65,-0.37,0.08,0.65
348,0,348,97.17,18,83.65,-55.13,-1.34,0.03,-0.81,0.33,0.62,-0.81,0.33,0.62
349,0,349,97.52,18,63.93,-43.14,-1.05,0.03,-1.11,0.45,0.65,-1.11,0.45,0.65
350,0,350,96.67,18,60.3,-38.65,-0.94,0.03,-1.05,0.65,0.41,-1.05,0.65,0.41
351,0,351,96.24,18,52.21,-37.65,-0.92,0.03,-0.88,0.45,0.51,-0.88,0.45,0.51
352,0,352,95.91,18,47.79,-32.63,-0.8,0.03,-0.63,0.31,0.5,-0.63,0.31,0.5
353,0,353,96.59,18,49.6,-35.37,-0.86,0.03,-0.58,0.26,0.51,-0.58,0.26,0.51
354,0,354,97.4,18,47.03,-32.84,-0.8,0.03,-0.57,0.26,0.51,-0.57,0.26,0.51
355,0,355,97.8,18,53.18,-26.65,-0.65,0.03,-0.32,0.07,0.6,-0.32,0.07,0.6
356,0,356,97.95,18,66.33,-0.91,-0.02,0.03,0.41,0.11,0.62,0.41,0.11,0.62
357,0,357,98.41,18,72.8,11.52,0.28,0.03,0.76,0.31,0.6,0.76,0.31,0.6
358,0,358,98.98,18,73.05,22.21,0.54,0.03,0.95,0.43,0.58,0.95,0.43,0.58
359,0,359,98.6,18,63.83,-4.3,-0.1,0.03,0.13,0.01,0.64,0.13,0.01,0.64
360,0,360,97.36,18,52.37,-0.43,-0.01,0.03,0.28,0.07,0.56,0.28,0.07,0.56
385,0,385,100.3,18,51.76,-39.06,-0.95,0.03,-0.69,0.36,0.49,-0.69,0.36,0.49
386,0,386,100.23,18,53.35,-32.26,-0.79,0.03,-0.29,0.05,0.69,-0.29,0.05,0.69
387,0,387,100.17,18,51.56,-30.23,-0.74,0.03,-0.81,0.47,0.46,-0.81,0.47,0.46
388,0,388,101.37,18,54.46,-36.88,-0.9,0.03,-0.85,0.53,0.42,-0.85,0.53,0.42
389,0,389,101.99,18,47.5,-28.27,-0.69,0.03,-0.65,0.4,0.42,-0.65,0.4,0.42
390,0,390,101.75,18,49.22,-35.3,-0.86,0.03,-0.64,0.32,0.5,-0.64,0.32,0.5
391,0,391,101.33,18,52.92,-41.91,-1.02,0.03,-0.6,0.23,0.57,-0.6,0.23,0.57
392,0,392,101.15,18,52.76,-43.18,-1.05,0.03,-0.59,0.28,0.51,-0.59,0.28,0.51
393,0,393,100.94,18,48.97,-36.75,-0.9,0.03,-0.65,0.35,0.47,-0.65,0.35,0.47
394,0,394,100.63,18,48.85,-34.29,-0.84,0.03,-0.69,0.39,0.46,-0.69,0.39,0.46
395,0,395,100.34,18,47.0,-16.35,-0.4,0.03,-0.53,0.26,0.47,-0.53,0.26,0.47
396,0,396,100.23,18,45.75,-11.72,-0.29,0.03,-0.43,0.18,0.49,-0.43,0.18,0.49
397,0,397,99.15,18,48.02,-9.32,-0.23,0.03,-0.39,0.13,0.53,-0.39,0.13,0.53
398,0,398,97.25,18,44.34,-5.7,-0.14,0.03,-0.27,0.07,0.53,-0.27,0.07,0.53
399,0,399,95.71,18,55.96,-4.78,-0.12,0.03,0.04,0.0,0.53,0.04,0.0,0.53
400,0,400,94.83,18,66.12,-16.78,-0.41,0.03,0.09,0.0,0.68,0.09,0.0,0.68
401,0,401,95.86,18,68.37,-34.86,-0.85,0.03,-0.09,0.0,0.76,-0.09,0.0,0.76
402,0,402,96.68,18,59.86,-41.22,-1.0,0.03,-0.32,0.06,0.66,-0.32,0.06,0.66
403,0,403,96.49,18,67.02,-33.41,-0.81,0.03,-0.3,0.05,0.69,-0.3,0.05,0.69
404,0,404,96.92,18,72.2,-22.64,-0.55,0.03,0.0,0.0,0.67,0.0,0.0,0.67
405,0,405,97.51,18,64.79,-29.73,-0.72,0.03,0.01,0.0,0.63,0.01,0.0,0.63
406,0,406,98.19,18,51.51,-29.44,-0.72,0.03,-0.19,0.03,0.57,-0.19,0.03,0.57
407,0,407,98.87,18,52.35,-13.73,-0.33,0.03,-0.22,0.05,0.52,-0.22,0.05,0.52
408,0,408,99.74,18,52.63,-18.78,-0.46,0.03,-0.15,0.02,0.55,-0.15,0.02,0.55
409,0,409,100.39,18,57.93,-31.28,-0.76,0.03,-0.26,0.04,0.66,-0.26,0.04,0.66
410,0,410,101.04,18,54.44,-28.29,-0.69,0.03,-0.3,0.07,0.56,-0.3,0.07,0.56
411,0,411,101.78,18,51.83,-35.94,-0.88,0.03,-0.36,0.11,0.55,-0.36,0.11,0.55
412,0,412,102.31,18,49.81,-42.7,-1.04,0.03,-0.37,0.08,0.67,-0.37,0.08,0.67
413,0,413,101.33,18,45.33,-40.79,-0.99,0.03,-0.47,0.15,0.58,-0.47,0.15,0.58
414,0,414,101.21,18,40.5,-5.71,-0.14,0.03,0.05,0.0,0.46,0.05,0.0,0.46
415,0,415,104.12,18,48.36,-36.97,-0.9,0.03,-0.43,0.14,0.56,-0.43,0.14,0.56
416,0,416,106.72,18,44.7,-23.3,-0.57,0.03,-0.18,0.03,0.54,-0.18,0.03,0.54
417,0,417,108.93,18,47.64,-26.94,-0.66,0.03,-0.26,0.06,0.54,-0.26,0.06,0.54
418,0,418,110.9,18,47.63,-33.28,-0.81,0.03,-0.44,0.17,0.52,-0.44,0.17,0.52
419,0,419,111.2,18,44.45,-22.83,-0.56,0.03,-0.38,0.18,0.43,-0.38,0.18,0.43
420,0,420,111.77,18,47.72,-21.17,-0.52,0.03,-0.33,0.14,0.44,-0.33,0.14,0.44
421,0,421,112.4,18,49.04,-24.15,-0.59,0.03,-0.43,0.17,0.5,-0.43,0.17,0.5
422,0,422,113.59,18,54.2,-38.62,-0.94,0.03,-0.86,0.31,0.68,-0.86,0.31,0.68
423,0,423,115.62,18,68.57,-12.03,-0.29,0.03,-0.18,0.02,0.76,-0.18,0.02,0.76
424,0,424,116.66,18,67.71,-3.17,-0.08,0.03,0.12,0.01,0.6,0.12,0.01,0.6
425,0,425,116.96,18,54.67,-26.07,-0.64,0.03,-0.36,0.09,0.6,-0.36,0.09,0.6
426,0,426,117.45,18,51.79,-27.07,-0.66,0.03,-0.33,0.09,0.57,-0.33,0.09,0.57
427,0,427,118.48,18,47.87,-14.76,-0.36,0.03,-0.36,0.11,0.55,-0.36,0.11,0.55
428,0,428,119.78,18,149.12,101.31,2.47,0.03,1.68,0.24,1.57,1.68,0.24,1.57
429,0,429,119.54,18,52.72,-6.5,-0.16,0.03,0.04,0.0,0.55,0.04,0.0,0.55
430,0,430,118.97,18,46.45,-2.12,-0.05,0.03,-0.24,0.05,0.57,-0.24,0.05,0.57
431,0,431,119.02,18,46.13,-40.4,-0.98,0.03,-0.59,0.27,0.51,-0.59,0.27,0.51
432,0,432,120.08,18,57.92,-53.52,-1.3,0.03,-0.74,0.29,0.62,-0.74,0.29,0.62
457,0,457,88.79,18,42.99,19.11,0.47,0.03,0.36,0.15,0.46,0.36,0.15,0.46
458,0,458,88.93,18,45.31,31.2,0.76,0.03,0.62,0.36,0.44,0.62,0.36,0.44
459,0,459,89.55,18,71.13,34.52,0.84,0.03,1.12,0.58,0.51,1.12,0.58,0.51
460,0,460,91.35,18,60.63,8.32,0.2,0.03,0.34,0.09,0.56,0.34,0.09,0.56
461,0,461,93.18,18,57.18,-14.24,-0.35,0.03,-0.22,0.03,0.66,-0.22,0.03,0.66
462,0,462,95.26,18,57.32,-20.87,-0.51,0.03,-0.39,0.06,0.81,-0.39,0.06,0.81
463,0,463,97.17,18,54.37,-33.06,-0.81,0.03,-0.41,0.08,0.76,-0.41,0.08,0.76
464,0,464,99.56,18,62.52,-7.27,-0.18,0.03,0.02,0.0,0.71,0.02,0.0,0.71
465,0,465,101.61,18,48.28,11.85,0.29,0.03,0.28,0.09,0.48,0.28,0.09,0.48
466,0,466,103.7,18,35.77,12.59,0.31,0.03,0.13,0.03,0.37,0.13,0.03,0.37
467,0,467,106.17,18,38.26,10.73,0.26,0.03,-0.18,0.03,0.58,-0.18,0.03,0.58
468,0,468,107.81,18,52.51,34.26,0.84,0.03,0.52,0.23,0.51,0.52,0.23,0.51
469,0,469,109.36,18,47.12,13.24,0.32,0.03,0.37,0.19,0.4,0.37,0.19,0.4
470,0,470,110.95,18,86.56,79.8,1.95,0.03,1.64,0.62,0.67,1.64,0.62,0.67
471,0,471,113.3,18,142.07,138.55,3.38,0.03,3.54,0.69,1.27,3.54,0.69,1.27
472,0,472,116.04,18,256.38,251.5,6.13,0.03,6.72,0.67,2.5,6.72,0.67,2.5
473,0,473,118.77,18,326.44,326.44,7.96,0.03,9.14,0.69,3.23,9.14,0.69,3.23
474,0,474,121.01,18,644.68,644.68,15.72,0.03,18.0,0.76,5.4,18.0,0.76,5.4
475,0,475,122.98,18,1276.91,1254.33,30.58,0.03,38.42,0.66,14.6,38.42,0.66,14.6
476,0,476,124.8,18,1515.47,1474.72,35.95,0.03,45.0,0.65,17.39,45.0,0.65,17.39
477,0,477,126.84,18,1659.95,1629.3,39.72,0.03,34.4,0.63,14.02,34.4,0.63,14.02
478,0,478,128.49,18,1821.71,1785.88,43.54,0.03,36.37,0.61,15.45,36.37,0.61,15.45
479,0,479,129.54,18,1989.23,1946.53,47.46,0.03,38.19,0.58,17.15,38.19,0.58,17.15
480,0,480,130.77,18,722.55,633.6,15.45,0.03,19.77,0.62,8.14,19.77,0.62,8.14
577,0,577,105.44,18,116.43,-27.55,-0.67,0.03,-2.13,0.56,1.01,-2.13,0.56,1.01
578,0,578,103.55,18,121.54,-26.32,-0.64,0.03,-1.37,0.31,1.08,-1.37,0.31,1.08
579,0,579,102.39,18,105.65,-66.84,-1.63,0.03,-2.36,0.77,0.68,-2.36,0.77,0.68
580,0,580,101.26,18,59.93,-8.12,-0.2,0.03,-1.06,0.46,0.61,-1.06,0.46,0.61
581,0,581,100.17,18,67.3,-39.96,-0.97,0.03,-1.52,0.8,0.4,-1.52,0.8,0.4
582,0,582,98.41,18,83.69,-53.91,-1.31,0.03,-1.76,0.78,0.49,-1.76,0.78,0.49
583,0,583,95.76,18,65.33,-54.95,-1.34,0.03,-1.55,0.76,0.46,-1.55,0.76,0.46
584,0,584,93.33,18,74.54,-50.61,-1.23,0.03,-1.46,0.62,0.6,-1.46,0.62,0.6
585,0,585,91.85,18,64.17,-24.82,-0.61,0.03,-0.84,0.36,0.6,-0.84,0.36,0.6
586,0,586,89.8,18,55.19,-23.12,-0.56,0.03,-0.63,0.31,0.49,-0.63,0.31,0.49
587,0,587,87.14,18,56.76,-38.44,-0.94,0.03,-0.97,0.65,0.37,-0.97,0.65,0.37
588,0,588,83.9,18,58.18,-40.66,-0.99,0.03,-1.02,0.58,0.46,-1.02,0.58,0.46
589,0,589,80.79,18,67.43,-45.93,-1.12,0.03,-1.35,0.62,0.56,-1.35,0.62,0.56
590,0,590,77.91,18,63.55,-35.68,-0.87,0.03,-1.35,0.76,0.4,-1.35,0.76,0.4
591,0,591,75.49,18,56.27,-18.17,-0.44,0.03,-0.98,0.66,0.37,-0.98,0.66,0.37
592,0,592,73.32,18,45.67,-24.66,-0.6,0.03,-0.87,0.68,0.32,-0.87,0.68,0.32
593,0,593,72.44,18,49.46,-33.56,-0.82,0.03,-1.0,0.77,0.29,-1.0,0.77,0.29
594,0,594,71.99,18,48.12,-44.45,-1.08,0.03,-1.14,0.79,0.31,-1.14,0.79,0.31
595,0,595,71.72,18,56.9,-44.19,-1.08,0.03,-1.37,0.71,0.47,-1.37,0.71,0.47
596,0,596,71.53,18,69.03,-32.31,-0.79,0.03,-1.17,0.52,0.59,-1.17,0.52,0.59
597,0,597,71.17,18,49.2,-23.66,-0.58,0.03,-1.03,0.48,0.57,-1.03,0.48,0.57
598,0,598,71.38,18,54.8,-38.81,-0.95,0.03,-1.3,0.58,0.58,-1.3,0.58,0.58
599,0,599,71.93,18,47.87,-31.11,-0.76,0.03,-1.1,0.57,0.5,-1.1,0.57,0.5
600,0,600,72.32,18,46.27,-42.59,-1.04,0.03,-1.14,0.66,0.44,-1.14,0.66,0.44
649,0,649,99.27,18,62.15,-46.07,-1.12,0.03,-1.23,0.6,0.53,-1.23,0.6,0.53
650,0,650,99.68,18,63.84,-38.26,-0.93,0.03,-1.21,0.65,0.47,-1.21,0.65,0.47
651,0,651,100.52,18,66.95,-37.13,-0.91,0.03,-1.28,0.74,0.4,-1.28,0.74,0.4
652,0,652,101.5,18,76.75,-33.89,-0.83,0.03,-1.07,0.45,0.63,-1.07,0.45,0.63
653,0,653,101.29,18,42.75,-20.37,-0.5,0.03,-0.69,0.49,0.37,-0.69,0.49,0.37
654,0,654,100.92,18,36.0,-13.65,-0.33,0.03,-0.44,0.32,0.34,-0.44,0.32,0.34
655,0,655,100.34,18,50.29,-2.02,-0.05,0.03,-0.34,0.12,0.48,-0.34,0.12,0.48
656,0,656,100.63,18,65.98,-1.89,-0.05,0.03,-0.44,0.1,0.68,-0.44,0.1,0.68
657,0,657,101.95,18,55.86,-4.72,-0.12,0.03,-0.82,0.4,0.53,-0.82,0.4,0.53
658,0,658,103.45,18,26.06,-19.41,-0.47,0.03,-0.35,0.26,0.31,-0.35,0.26,0.31
659,0,659,103.53,18,51.44,-38.81,-0.95,0.03,-0.56,0.26,0.5,-0.56,0.26,0.5
660,0,660,103.56,18,43.84,-23.51,-0.57,0.03,-0.81,0.68,0.3,-0.81,0.68,0.3
661,0,661,103.54,18,54.49,-42.41,-1.03,0.03,-0.8,0.46,0.46,-0.8,0.46,0.46
662,0,662,103.46,18,38.14,-31.24,-0.76,0.03,-0.54,0.39,0.36,-0.54,0.39,0.36
663,0,663,104.6,18,39.04,-15.99,-0.39,0.03,-0.17,0.04,0.46,-0.17,0.04,0.46
664,0,664,106.65,18,57.51,-38.6,-0.94,0.03,-1.23,0.77,0.36,-1.23,0.77,0.36
665,0,665,109.58,18,52.07,-24.73,-0.6,0.03,-1.05,0.73,0.34,-1.05,0.73,0.34
666,0,666,111.93,18,63.66,-28.95,-0.71,0.03,-0.87,0.42,0.54,-0.87,0.42,0.54
667,0,667,114.09,18,52.68,-23.4,-0.57,0.03,-0.76,0.41,0.49,-0.76,0.41,0.49
668,0,668,117.2,18,42.92,-18.82,-0.46,0.03,-0.39,0.24,0.37,-0.39,0.24,0.37
669,0,669,118.22,18,60.74,-40.49,-0.99,0.03,-0.73,0.4,0.48,-0.73,0.4,0.48
670,0,670,120.84,18,71.66,-43.96,-1.07,0.03,-1.38,0.72,0.46,-1.38,0.72,0.46
671,0,671,121.72,18,67.79,-50.7,-1.24,0.03,-1.23,0.64,0.49,-1.23,0.64,0.49
672,0,672,121.63,18,71.39,-44.71,-1.09,0.03,-1.22,0.56,0.57,-1.22,0.56,0.57
697,0,697,97.77,18,53.65,-36.18,-0.88,0.03,-1.15,0.8,0.3,-1.15,0.8,0.3
698,0,698,97.17,18,39.07,-24.97,-0.61,0.03,-0.68,0.54,0.33,-0.68,0.54,0.33
699,0,699,96.86,18,39.99,-26.33,-0.64,0.03,-0.68,0.57,0.32,-0.68,0.57,0.32
700,0,700,97.15,18,47.5,-27.75,-0.68,0.03,-0.81,0.61,0.34,-0.81,0.61,0.34
701,0,701,97.08,18,46.21,-22.39,-0.55,0.03,-0.75,0.46,0.43,-0.75,0.46,0.43
702,0,702,96.01,18,54.14,-33.15,-0.81,0.03,-0.87,0.46,0.5,-0.87,0.46,0.5
703,0,703,95.48,18,56.71,-35.17,-0.86,0.03,-1.15,0.57,0.53,-1.15,0.57,0.53
704,0,704,94.16,18,53.49,-29.67,-0.72,0.03,-0.68,0.33,0.52,-0.68,0.33,0.52
705,0,705,92.42,18,48.94,-35.58,-0.87,0.03,-0.65,0.37,0.45,-0.65,0.37,0.45
706,0,706,91.07,18,59.25,-38.31,-0.93,0.03,-0.83,0.53,0.42,-0.83,0.53,0.42
707,0,707,88.6,18,174.64,-161.58,-3.94,0.03,-3.24,0.42,2.03,-3.24,0.42,2.03
708,0,708,86.48,18,56.78,-53.63,-1.31,0.03,-1.39,0.77,0.4,-1.39,0.77,0.4
709,0,709,84.95,18,49.18,-30.09,-0.73,0.03,-1.01,0.67,0.38,-1.01,0.67,0.38
710,0,710,84.14,18,63.92,-33.97,-0.83,0.03,-1.09,0.57,0.5,-1.09,0.57,0.5
711,0,711,83.87,18,57.89,-42.72,-1.04,0.03,-1.3,0.64,0.52,-1.3,0.64,0.52
712,0,712,83.9,18,50.55,-35.13,-0.86,0.03,-1.08,0.54,0.53,-1.08,0.54,0.53
713,0,713,83.99,18,45.63,-24.15,-0.59,0.03,-0.63,0.36,0.45,-0.63,0.36,0.45
714,0,714,85.56,18,57.1,-21.95,-0.54,0.03,-0.69,0.33,0.52,-0.69,0.33,0.52
715,0,715,87.21,18,53.59,-24.51,-0.6,0.03,-0.94,0.62,0.39,-0.94,0.62,0.39
716,0,716,88.76,18,53.72,-26.76,-0.65,0.03,-1.04,0.67,0.38,-1.04,0.67,0.38
717,0,717,90.24,18,69.05,-40.15,-0.98,0.03,-1.13,0.59,0.5,-1.13,0.59,0.5
718,0,718,88.96,18,74.87,-46.24,-1.13,0.03,-1.09,0.41,0.69,-1.09,0.41,0.69
719,0,719,88.01,18,63.44,-44.93,-1.1,0.03,-1.17,0.62,0.49,-1.17,0.62,0.49
720,0,720,87.6,18,62.48,-41.24,-1.01,0.03,-1.2,0.7,0.42,-1.2,0.7,0.42
745,0,745,106.59,18,73.07,-63.53,-1.55,0.03,-1.81,0.81,0.46,-1.81,0.81,0.46
746,0,746,106.43,18,71.02,-52.79,-1.29,0.03,-1.33,0.62,0.55,-1.33,0.62,0.55
747,0,747,106.15,18,73.07,-25.07,-0.61,0.03,-1.07,0.52,0.55,-1.07,0.52,0.55
748,0,748,105.69,18,61.7,-25.57,-0.62,0.03,-0.86,0.45,0.5,-0.86,0.45,0.5
749,0,749,104.62,18,70.55,-20.31,-0.5,0.03,-0.92,0.39,0.61,-0.92,0.39,0.61
750,0,750,102.97,18,51.13,-29.1,-0.71,0.03,-0.65,0.34,0.48,-0.65,0.34,0.48
751,0,751,100.88,18,47.55,-14.33,-0.35,0.03,-0.23,0.08,0.43,-0.23,0.08,0.43
752,0,752,98.68,18,45.22,-16.0,-0.39,0.03,-0.29,0.13,0.41,-0.29,0.13,0.41
753,0,753,98.14,18,143.61,-82.65,-2.01,0.03,-1.57,0.16,1.92,-1.57,0.16,1.92
754,0,754,99.52,18,54.29,-20.56,-0.5,0.03,-0.83,0.45,0.48,-0.83,0.45,0.48
755,0,755,102.53,18,50.49,-39.76,-0.97,0.03,-0.99,0.66,0.38,-0.99,0.66,0.38
756,0,756,105.1,18,55.37,-49.78,-1.21,0.03,-1.23,0.7,0.42,-1.23,0.7,0.42
757,0,757,106.82,18,59.61,-36.88,-0.9,0.03,-1.23,0.63,0.5,-1.23,0.63,0.5
758,0,758,108.35,18,83.23,-52.32,-1.28,0.03,-1.19,0.48,0.65,-1.19,0.48,0.65
759,0,759,109.03,18,72.7,-43.21,-1.05,0.03,-0.88,0.32,0.68,-0.88,0.32,0.68
760,0,760,109.7,18,55.44,-28.81,-0.7,0.03,-0.8,0.37,0.55,-0.8,0.37,0.55
761,0,761,109.77,18,59.6,-29.49,-0.72,0.03,-1.07,0.61,0.46,-1.07,0.61,0.46
762,0,762,109.71,18,64.3,-34.74,-0.85,0.03,-1.19,0.63,0.49,-1.19,0.63,0.49
763,0,763,108.71,18,66.8,-32.56,-0.79,0.03,-1.17,0.53,0.58,-1.17,0.53,0.58
764,0,764,106.53,18,71.2,-12.83,-0.31,0.03,-0.99,0.45,0.58,-0.99,0.45,0.58
765,0,765,103.95,18,53.14,-2.85,-0.07,0.03,-0.44,0.19,0.48,-0.44,0.19,0.48
766,0,766,102.9,18,50.3,-4.44,-0.11,0.03,-0.44,0.24,0.42,-0.44,0.24,0.42
767,0,767,103.55,18,41.31,-5.96,-0.15,0.03,-0.48,0.28,0.41,-0.48,0.28,0.41
768,0,768,105.21,18,76.64,-40.04,-0.98,0.03,-0.97,0.31,0.77,-0.97,0.31,0.77
769,0,769,105.42,18,52.07,-25.9,-0.63,0.03,-0.97,0.55,0.47,-0.97,0.55,0.47
770,0,770,105.65,18,50.92,-26.97,-0.66,0.03,-1.03,0.57,0.47,-1.03,0.57,0.47
771,0,771,105.92,18,48.55,-34.45,-0.84,0.03,-1.07,0.64,0.42,-1.07,0.64,0.42
772,0,772,106.21,18,47.38,-36.47,-0.89,0.03,-1.14,0.65,0.44,-1.14,0.65,0.44
773,0,773,107.49,18,47.76,-30.37,-0.74,0.03,-1.04,0.6,0.45,-1.04,0.6,0.45
774,0,774,107.31,18,36.96,-16.54,-0.4,0.03,-0.64,0.46,0.37,-0.64,0.46,0.37
775,0,775,107.69,18,46.0,-14.29,-0.35,0.03,-0.43,0.2,0.45,-0.43,0.2,0.45
776,0,776,108.51,18,65.72,-26.57,-0.65,0.03,-1.28,0.52,0.65,-1.28,0.52,0.65
777,0,777,109.58,18,74.22,-27.81,-0.68,0.03,-1.03,0.41,0.65,-1.03,0.41,0.65
778,0,778,109.83,18,65.64,-22.19,-0.54,0.03,-0.8,0.37,0.55,-0.8,0.37,0.55
779,0,779,107.78,18,40.92,-18.7,-0.46,0.03,-0.62,0.48,0.34,-0.62,0.48,0.34
780,0,780,105.08,18,60.6,-16.52,-0.4,0.03,-0.34,0.08,0.62,-0.34,0.08,0.62
781,0,781,103.2,18,73.09,-42.27,-1.03,0.03,-1.42,0.74,0.45,-1.42,0.74,0.45
782,0,782,102.11,18,58.78,-35.41,-0.86,0.03,-1.19,0.64,0.48,-1.19,0.64,0.48
783,0,783,101.36,18,48.38,-29.04,-0.71,0.03,-0.98,0.69,0.35,-0.98,0.69,0.35
784,0,784,103.52,18,43.55,-24.4,-0.59,0.03,-0.71,0.49,0.39,-0.71,0.49,0.39
785,0,785,105.93,18,46.51,5.47,0.13,0.03,-0.36,0.1,0.56,-0.36,0.1,0.56
786,0,786,107.76,18,58.72,-18.71,-0.46,0.03,-0.95,0.45,0.56,-0.95,0.45,0.56
787,0,787,108.78,18,55.48,-21.04,-0.51,0.03,-1.07,0.63,0.44,-1.07,0.63,0.44
788,0,788,108.8,18,54.24,-36.32,-0.89,0.03,-1.1,0.71,0.37,-1.1,0.71,0.37
789,0,789,109.23,18,45.27,-36.15,-0.88,0.03,-1.08,0.77,0.32,-1.08,0.77,0.32
790,0,790,109.74,18,59.96,-31.11,-0.76,0.03,-1.1,0.6,0.48,-1.1,0.6,0.48
791,0,791,110.59,18,63.66,-48.79,-1.19,0.03,-1.38,0.62,0.57,-1.38,0.62,0.57
