Point,Longitude,Latitude,shoreline_mean_epr_myr,shoreline_erosion_pct,swv_mean_current_speed_mps,tide_range_m,wave_swh_p95_m,wind_speed_p95_ms,coastal_dynamics_pressure_index,priorite_decision,rang
P2,9.757,2.944,0.3382461538461538,69.84615384615384,0.1245320777619755,1.5423553533981131,1.2837016820907592,6.04229965143017,0.6028573717253292,haute,1
P1,9.763,3.115,-0.3721165644171779,41.71779141104295,0.0975444337008268,1.5727051776417151,1.2837016820907592,5.75695559328533,0.5539601264903864,haute,2
P3,9.739,2.733,-0.8939692307692308,80.3076923076923,0.1333692592857812,1.521112832401347,1.2443583726882932,5.86325964582466,0.4602087130090901,moyenne,3
P4,9.702,2.428,-0.6698159509202455,64.41717791411043,0.1438499011742968,1.5193222750299928,1.2443583726882932,5.68857832396841,0.3636178410612928,faible,4
